"ACCOUNT_NUMBER","CARD_NUMBER","ACCOUNT_TYPE","CARD_TYPE","CARD_PROGRAM","CARD_STATUS","DATE_OPENED"
"1821991476               ","521372******8464","checking","Debit","521372","Active","10/19/2024"
"1822105571               ","417763******6143","checking","Debit","417763","Active","6/5/2026"
"1822130207               ","521372******0911","checking","Debit","521372","Active","1/5/2026"
"1822130736               ","521372******6123","checking","Debit","521372","Active","12/7/2023"
"1822131890               ","521372******9541","checking","Debit","521372","Active","12/10/2025"
"1822969372               ","521372******7284","checking","Debit","521372","Active","1/5/2026"
"1822990089               ","417763******9260","checking","Debit","417763","Active","12/1/2025"
"1823197445               ","417763******7231","checking","Debit","417763","Blocked","7/1/2026"
"1823494693               ","417763******7711","checking","Debit","417763","Active","6/25/2026"
"1823953706               ","521372******1128","checking","Debit","521372","Active","2/14/2024"
"1824489635               ","417763******5691","checking","Debit","417763","Active","12/12/2025"
"1824695140               ","417763******3858","checking","Debit","417763","Active","2/14/2025"
"1824799603               ","521372******5515","checking","Debit","521372","Active","10/6/2025"
"1824884405               ","417763******3441","checking","Debit","417763","Active","10/11/2025"
"1825259110               ","417763******7979","checking","Debit","417763","Active","1/27/2026"
"1825452889               ","521372******4011","checking","Debit","521372","Blocked","7/10/2018"
"1825918145               ","521372******9650","checking","Debit","521372","Active","12/19/2025"
"1826326702               ","521372******0708","checking","Debit","521372","Active","10/9/2024"
"1826396945               ","521372******7555","checking","Debit","521372","Active","4/7/2024"
"1826813337               ","521372******4063","checking","Debit","521372","Active","9/10/2021"
"1827423748               ","521372******8690","checking","Debit","521372","Active","10/14/2025"
"1827513464               ","521372******6688","checking","Debit","521372","Active","9/15/2025"
"1827585520               ","417763******9932","checking","Debit","417763","Active","8/16/2024"
"1827617547               ","521372******1050","checking","Debit","521372","Active","1/10/2026"
"1827767581               ","417763******7445","checking","Debit","417763","Active","6/28/2026"
"1828052355               ","521372******0654","checking","Debit","521372","Active","1/7/2024"
"1828149847               ","521372******3172","checking","Debit","521372","Active","10/1/2025"
"1828180891               ","521372******0672","checking","Debit","521372","Active","9/10/2018"
"1828296515               ","521372******6593","checking","Debit","521372","Active","12/29/2025"
"1828468908               ","417763******2064","checking","Debit","417763","Active","2/17/2025"
"1828499010               ","521372******0686","checking","Debit","521372","Active","3/28/2024"
"1828978062               ","521372******7575","checking","Debit","521372","Active","9/8/2019"
"1829027653               ","521372******9818","checking","Debit","521372","Active","10/22/2025"
"1829182961               ","417763******2043","checking","Debit","417763","Active","11/19/2024"
"1829260668               ","521372******4104","checking","Debit","521372","Active","6/10/2025"
"1829392792               ","417763******3157","checking","Debit","417763","Blocked","7/16/2026"
"1829431798               ","521372******4603","checking","Debit","521372","Active","10/26/2024"
"1829776812               ","521372******2056","checking","Debit","521372","Active","9/22/2025"
"1829791274               ","521372******1507","checking","Debit","521372","Active","7/28/2025"
"1829895679               ","521372******4314","checking","Debit","521372","Active","11/5/2018"
"1829919115               ","417763******8142","checking","Debit","417763","Active","2/4/2025"
"1830738686               ","521372******4537","checking","Debit","521372","Active","12/22/2025"
"1831024359               ","521372******5653","checking","Debit","521372","Active","1/19/2026"
"1831127608               ","521372******5903","checking","Debit","521372","Active","2/3/2026"
"1831310865               ","521372******0862","checking","Debit","521372","Active","1/14/2023"
"1831977747               ","521372******4106","checking","Debit","521372","Active","1/20/2026"
"1832006629               ","521372******3688","checking","Debit","521372","Active","9/15/2025"
"1832139156               ","521372******6854","checking","Debit","521372","Active","2/2/2026"
"1832231805               ","521372******5895","checking","Debit","521372","Active","10/17/2024"
"1832243156               ","521372******9142","checking","Debit","521372","Active","4/15/2025"
"1832290298               ","521372******4074","checking","Debit","521372","Active","10/6/2025"
"1832470213               ","521372******6223","checking","Debit","521372","Active","12/18/2025"
"1832663221               ","417763******7795","checking","Debit","417763","Active","9/7/2024"
"1832754152               ","521372******9593","checking","Debit","521372","Active","9/22/2025"
"1832773681               ","417763******6718","checking","Debit","417763","Active","2/11/2025"
"1832987455               ","417763******2702","checking","Debit","417763","Active","6/23/2026"
"1833077116               ","417763******9262","checking","Debit","417763","Active","7/29/2024"
"1833284720               ","521372******8375","checking","Debit","521372","Active","1/24/2026"
"1833343484               ","521372******9009","checking","Debit","521372","Active","6/14/2025"
"1833366881               ","521372******2107","checking","Debit","521372","Active","12/14/2025"
"1833604075               ","521372******2091","checking","Debit","521372","Active","5/21/2024"
"1833912726               ","521372******6736","checking","Debit","521372","Active","1/12/2024"
"1833984675               ","521372******9805","checking","Debit","521372","Blocked","10/1/2025"
"1834194019               ","417763******7055","checking","Debit","417763","Active","12/12/2025"
"1834257063               ","521372******9319","checking","Debit","521372","Active","6/4/2024"
"1834283606               ","521372******5547","checking","Debit","521372","Active","1/11/2026"
"1834487553               ","521372******6167","checking","Debit","521372","Active","3/1/2024"
"1834940627               ","521372******0701","checking","Debit","521372","Active","8/6/2024"
"1835088855               ","417763******0296","checking","Debit","417763","Active","2/22/2025"
"1835167543               ","417763******5577","checking","Debit","417763","Active","12/17/2024"
"1835273036               ","521372******9600","checking","Debit","521372","Active","2/27/2025"
"1835348853               ","521372******3164","checking","Debit","521372","Active","11/13/2024"
